image,source
000045.jpg,https://cdn-2.tstatic.net/bali/foto/bank/images/resep-pisang-goreng-balut-gula-wijen.jpg
000046.jpg,https://i1.wp.com/img-global.cpcdn.com/recipes/800768d9494cce5e/751x532cq70/pisang-goreng-tepung-panir-foto-resep-utama.jpg
000047.jpg,https://i.ytimg.com/vi/SsolLJ1s0WE/maxresdefault.jpg
000048.jpg,https://www.inforakyat.net/wp-content/uploads/2022/05/isang.jpg
000049.jpg,https://i2.wp.com/img-global.cpcdn.com/recipes/8f13ae30d9c590ba/1200x630cq70/photo.jpg
000050.jpg,https://i.pinimg.com/236x/89/46/d8/8946d87531a80e83f65fe2134a4989c7--pisang.jpg
000051.jpg,https://img.restaurantguru.com/cead-Restaurant-Pisang-Goreng-Crispy-view.jpg
000052.jpg,https://fastly.4sqi.net/img/general/200x200/1939007_qS0OsmgqFQ10Mn8KPAvMh0PKJx__b9lJqDvX2V0_KHs.jpg
000053.jpg,https://i.ytimg.com/vi/69QNpKlrpHw/maxresdefault.jpg
000054.jpg,https://i.pinimg.com/originals/4b/c3/20/4bc320362823e49ed668452d90dcbb78.jpg
000055.jpg,https://img.restaurantguru.com/c7de-Restaurant-Pisang-Tanduk-Goreng-Jumbo-view.jpg
000056.jpg,https://3.bp.blogspot.com/-Tn6uPw-rSrs/U9E5ojDRDzI/AAAAAAAANtw/Atf9haJ2-x4/s1600/20140718_172444.jpg
000057.jpg,https://usercontent2.hubstatic.com/14533967.jpg
000058.jpg,https://i.pinimg.com/originals/bb/26/c0/bb26c07779f84dc7690b87767459fbcd.jpg
000059.jpg,https://img.lybadvice.com/img/thai-desserts/987/Thai-Fried-Bananas-Goreng-Pisang.jpg
000060.jpg,https://img.lybadvice.com/img/thai-desserts/987/Thai-Fried-Bananas-Goreng-Pisang_6.jpg
000061.jpg,https://statics.indozone.news/content/2022/05/29/WYsBenR/bukan-pakai-minyak-goreng-bocah-perempuan-ini-dadar-telur-gunakan-daun-pisang47_700.jpg
000062.jpg,https://2.bp.blogspot.com/-frbscqGWk5g/Vw3c9L7OddI/AAAAAAAAOnY/Lvix-blgfKcY5S40CeBP8sBB9uiGMBMXgCLcB/s1600/PISANG.jpg
000063.jpg,https://2.bp.blogspot.com/-oi55kq3s7dY/U9E5osk_oaI/AAAAAAAANts/mqWhXKiqUKg/s1600/20140718_174718.jpg
000064.jpg,https://i.ytimg.com/vi/x1qCE7feBko/maxresdefault.jpg
000065.jpg,https://egg.network/file/2022/05/pmpl-sea-768x768.jpg
000066.jpg,https://img-global.cpcdn.com/recipes/cdef1a619fb1e3e7/680x482cq70/bolu-pisang-ambon-kukus-simpel-enak-foto-resep-utama.jpg
000067.jpg,https://img-global.cpcdn.com/recipes/3a47aaf44628dbb9/751x532cq70/nasi-goreng-pedas-foto-resep-utama.jpg
000068.jpg,https://assets.promediateknologi.com/crop/0x8:666x372/750x500/photo/2022/05/29/1130495165.jpg
000069.jpg,https://img-global.cpcdn.com/recipes/5707d5f3d8892a9c/751x532cq70/bumbu-nasi-goreng-ala-abang-abang-nasgor-foto-resep-utama.jpg
000070.jpg,https://img-global.cpcdn.com/steps/b7eca0552aec3fc5/400x400cq70/pisang-keju-ovomaltine-langkah-memasak-3-foto.jpg
000071.jpg,https://selerasa.com/wp-content/uploads/2016/05/images_Kue-Basah_donat-pisang-ambon.jpg
000072.jpg,https://10619-2.s.cdn12.com/rests/small/w550/h367/106_449507286.jpg
000073.jpg,https://egg.network/file/2022/05/thumbnail-pmpl-1536x584.jpg
000074.jpg,https://resepkoki.id/wp-content/uploads/2022/05/Resep-Bolu-Panggang-Pisang-Coklat.jpg
000075.jpg,https://i1.wp.com/img-global.cpcdn.com/recipes/c791cce8f6c60450/751x532cq70/nasi-goreng-sayur-sehat-spesial-foto-resep-utama.jpg
000076.jpg,https://img-global.cpcdn.com/steps/3816d72dedf75eac/400x400cq70/pisang-keju-ovomaltine-langkah-memasak-2-foto.jpg
000077.jpg,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/04/17/1390453532.jpg
000078.jpg,https://i.ytimg.com/vi/9JeGuD8zd1Y/maxresdefault.jpg
000079.jpg,https://img-global.cpcdn.com/steps/5f2c1d1e2b913a97/400x400cq70/pisang-keju-ovomaltine-langkah-memasak-1-foto.jpg
000080.jpg,https://i0.wp.com/img-global.cpcdn.com/steps/021c1552ce2ac23d/320x256cq70/kripik-pisang-kepok-manis-step-1.jpg
000081.jpg,https://i0.wp.com/img-global.cpcdn.com/steps/c12acfa61900f17a/320x256cq70/kripik-pisang-kepok-manis-step-2.jpg
000082.jpg,https://cdn-2.tstatic.net/bali/foto/bank/images/resep-roti-jala-pisang-saus-cokelat.jpg
000083.jpg,https://i0.wp.com/img-global.cpcdn.com/steps/1aaf207ed8baa803/320x256cq70/kripik-pisang-kepok-manis-step-1.jpg
000084.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjkmGRdwJqSHkKFbGA4XYFphGjPgUH_l1B-puOYLQm8KSBUCH0Jx5gaHXA7GzD_hshsOG3fljzq2HC76WRQySQWxMid4ex7fQGePnO_9grZ41WAI0vKIxRtvb9io-IXx5CcaA7bMJHbOIMgS0h58fY_R73D2AwTx2_in6ABKgBZTsjK3IOGInnrgh4/w640-h640/4.jpg
000085.jpg,https://cdn.idntimes.com/content-images/community/2022/05/fromandroid-74f257e8ae95d935c3ca8f64692c592b.jpg
000086.jpg,https://i0.wp.com/img-global.cpcdn.com/steps/610e1b5032aa6437/320x256cq70/kripik-pisang-kepok-manis-step-1.jpg
000087.jpg,https://img-global.cpcdn.com/steps/2c32248423e6acb0/400x400cq70/pisang-coklat-crispy-topping-matcha-tiramisu-langkah-memasak-5-foto.jpg
000088.jpg,https://rencahrasa.my/wp-content/uploads/2022/05/Resepi-Cekodok-Pisang-Rangup-Di-Luar-Lembut-Di-Dalam-Tak-Serap-Minyak.2.jpg
000089.jpg,https://rencahrasa.my/wp-content/uploads/2022/05/Resepi-Cekodok-Pisang-Rangup-Di-Luar-Lembut-Di-Dalam-Tak-Serap-Minyak..jpg
000090.jpg,https://img-global.cpcdn.com/recipes/ec8bc13caf361f33/680x482cq70/nagasari-pisang-kepok-foto-resep-utama.jpg
000091.jpg,https://img-global.cpcdn.com/steps/ef2a42bffd412aaa/400x400cq70/pisang-karamel-dan-roti-langkah-memasak-4-foto.jpg
000092.jpg,https://img-global.cpcdn.com/steps/bd586f8c30807654/400x400cq70/pisang-coklat-crispy-topping-matcha-tiramisu-langkah-memasak-6-foto.jpg
000093.jpg,https://img-global.cpcdn.com/steps/aca9bacf4bbaba33/400x400cq70/pisang-karamel-dan-roti-langkah-memasak-3-foto.jpg
000094.jpg,https://cdn-2.tstatic.net/tribunnews/foto/bank/images/megawati-demo-masak-tanpa-minyak-goreng-nih3.jpg
000095.jpg,https://smahi.my/wp-content/uploads/2022/05/Siap-juga-lontong-daun-pisang-setelah-raya-terkejut-semalam-tak-1536x1152.jpg
000096.jpg,https://img-global.cpcdn.com/recipes/0ae47418a8ec2551/751x532cq70/nasi-goreng-bawang-foto-resep-utama.jpg
000097.jpg,https://img-global.cpcdn.com/recipes/34fb1bcc9b95f55b/751x532cq70/baceman-bawang-putih-rahasia-nasi-goreng-abang-abang-foto-resep-utama.jpg
000098.jpg,https://img-global.cpcdn.com/recipes/af8188366e57f5ec/751x532cq70/nasi-goreng-cabe-ijo-foto-resep-utama.jpg
000099.jpg,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/05/24/resep-pancake-pisang-cokelat-kep-20220524020007.jpg
000100.jpg,https://www.lampost.co/upload/pemuda-lamteng-berbisnis-penipuan-minyak-goreng-di-way-kanan.jpg
000101.jpg,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/04/17/1390453532.jpg
000102.jpg,https://i0.wp.com/resepkoki.id/wp-content/uploads/2022/05/Resep-Bolu-Panggang-Pisang-Coklat.jpg
000103.jpg,http://euminler.com/blog/wp-content/uploads/2015/02/22_IMG_1792.jpg
000104.jpg,https://asset-a.grid.id/crop/0x0:0x0/945x630/photo/2022/05/24/siapapun-pasti-semangat-sarapan-20220524125010.jpg
000105.jpg,https://i.pinimg.com/736x/4b/c3/20/4bc320362823e49ed668452d90dcbb78.jpg
000106.jpg,https://img.restaurantguru.com/w550/h367/rf45-KEBAB-PISANG-LELEH-seafood.jpg
000107.jpg,https://gacormanis.com/wp-content/uploads/2022/05/ada-aturan-baru-untuk-pengelolaan-minyak-goreng-curah-berikut-adalah-rincian-lebih-lanjut_f66fc52.jpg
