image,source
000088.jpg,http://khatoonskitchen.com/wp-content/uploads/2014/05/Potato-Meat-Patties2.jpg
000089.jpg,https://originalflava.com/wp-content/uploads/2016/07/banana-fritters.jpg
000090.jpg,https://i.pinimg.com/736x/b4/25/f8/b425f8168bfc3b4cbffea6a3254704a2--cute-poses-instagram-feed.jpg
000091.jpg,https://secureservercdn.net/72.167.242.158/px6.060.myftpupload.com/wp-content/uploads/2022/04/img-40-780x1039.jpg
000092.jpg,http://khatoonskitchen.com/wp-content/uploads/2014/05/Mandazi-Sweet-Bread.jpg
000093.jpg,https://media-cdn.tripadvisor.com/media/photo-s/1a/2d/11/59/conch-fritters-bom-apetite.jpg
000094.jpg,https://cdn.stayhappening.com/events5/banners/88753787971f136b2e7bb4df9d04a60dc0ad056537bf31e19bf8d1b5c5202005-rimg-w1200-h600-gmir.jpg
000095.jpg,https://i.pinimg.com/236x/9c/2c/59/9c2c592c94572b27727a14b27e2443e6.jpg
000096.jpg,https://i.pinimg.com/236x/55/c5/94/55c59466d0c5e9cc97d4bdc625ec4e2b--puerto-rico-fritters.jpg
000097.jpg,https://i.pinimg.com/236x/26/6b/bb/266bbbe6b1d87f95810bd884763a7cae--creamed-corn-corn-fritters.jpg
000098.jpg,https://ovenage.com/wp-content/uploads/Better-off-Red-——-Limited-edition-red-velvet-banana-pudding-for.jpg
000099.jpg,http://khatoonskitchen.com/wp-content/uploads/2014/09/banana-fritters-800x460.jpg
000100.jpg,https://gradcontent.com/lib/300x225/pueshko-tikva-bebe.jpg
000101.jpg,https://nicola-moore.com/wp2/wp-content/uploads/2020/09/Colour-Wall-Rest-2048x1365.jpg
000102.jpg,https://nicola-moore.com/wp2/wp-content/uploads/2020/09/Colour-Wall-Rest-1024x683.jpg
000103.jpg,https://lazyriverproducts.com/wp-content/uploads/2021/09/lazy-river-products-adult-use-cannabis-massachusetts-retailers.jpg
